English_Name,Chinese_Name,Gender,Alignment,Power_Type,Detailed_Power,MCU_Presence,Movie_Count,Primary_Team,Mentor_CN,Risk_Level,Social_Style,hero,degree_score,betweenness_score,faction_id,Cross_Index,Loyalty_Score
VAPOR,蒸汽,女,反派,变异,能够将身体转化为蒸汽形态，免疫物理攻击，控制水汽进行攻击和移动，并能通过蒸汽造成窒息或灼伤。,否,0,邪恶大师,泽莫男爵,5,团队合作者,VAPOR,0.0272798129384255,0.0003518221836153,8,0.6345,0.2114
BATROC/GEORGES BATRO,巴托克/乔治·巴托,男,反派,格斗,前法国外籍军团成员，精通萨瓦特格斗术，无超能力但体能和格斗技巧远超常人。,是,1,无固定阵营，常作为雇佣兵或独立反派活动,无,4,孤傲,BATROC/GEORGES BATRO,0.0272798129384255,0.0007894622452348,12,0.7442,0.2343
RONAN THE ACCUSER [K,指控者罗南,男,反派,科技/宇宙能量,克里帝国军事指挥官，拥有超强力量、耐力、飞行能力，使用万能武器，能操控宇宙能量，免疫多数物理攻击。,是,2,克里帝国,至高智慧,8,孤傲/狂热,RONAN THE ACCUSER [K,0.0272798129384255,0.0002889215267087,0,0.5723,0.08
CH'OD,乔德,男,正派,变异,拥有鲨鱼人般的超强力量、耐力、游泳速度和锋利牙齿，能在水下呼吸和高速移动。,否,0,星际骑士团,无特定核心导师,4,团队核心,CH'OD,0.0269680436477007,0.0001146207938159,12,0.5296,0.4624
SHROUD/MAXIMILLIAN Q,裹尸布/马克西米利安·Q,男,正派,科技,通过高科技装备获得夜视、隐身、增强感官和格斗能力，擅长潜行与情报收集。,否,0,夜魔侠盟友,无明确核心导师,3,孤傲,SHROUD/MAXIMILLIAN Q,0.0272798129384255,0.0023528628765352,0,0.4404,0.5257
RAZA LONGKNIFE,拉扎·长刀,男,反派,格斗,精通多种格斗技巧和武器使用，尤其擅长使用长刀，是经验丰富的雇佣兵和战士。,是,1,十戒帮,满大人,4,冷酷/雇佣兵,RAZA LONGKNIFE,0.0268121590023382,0.0001141827012197,12,0.5296,0.0988
"KENT, CLARK",克拉克·肯特,男,正派,神力,拥有飞行、超级力量、超级速度、热视线、冰冻呼吸、刀枪不入等超能力，源自氪星人基因与地球太阳辐射的相互作用。,否,0,正义联盟,乔纳森·肯特,1,团队核心,"KENT, CLARK",0.0268121590023382,9.05542578471612e-05,6,0.5771,0.4535
WHIZZER II/STANLEY S,旋风侠二世/斯坦利·S,男,正派,变异,通过实验获得超高速移动能力，能快速奔跑、反应敏捷，并产生旋风效应。,否,0,复仇者联盟,美国队长,3,团队合作者,WHIZZER II/STANLEY S,0.0268121590023382,0.0009922472168851,0,0.6387,0.3488
BLACK MAMBA/TANYA SE,黑曼巴/谭雅·塞,女,反派,变异,通过基因改造获得蛇类特性，包括剧毒唾液、超强柔韧性、快速再生和热感应能力。,否,0,邪恶大师,暂无明确核心导师,6,冷酷/服从指令,BLACK MAMBA/TANYA SE,0.0266562743569758,0.0001865686204612,8,0.6803,0.2339
BLITZKRIEG/,闪电战/,男,反派,变异,拥有超人的速度、力量和耐力，能产生冲击波，是超级士兵计划的产物。,否,0,九头蛇,红骷髅,6,狂热追随者,BLITZKRIEG/,0.0266562743569758,0.0001173341529237,0,0.3281,0.1287
MELTER/BRUNO HORGAN,熔化者/布鲁诺·霍根,男,反派,科技,身穿特制装甲，能发射高温射线熔化金属和物体，装甲提供一定防护和增强力量。,否,0,邪恶大师,无,4,孤傲,MELTER/BRUNO HORGAN,0.0266562743569758,0.0002319686862289,0,0.5282,0.2807
DEMOLITION MAN/DENNI,破坏者/丹尼,男,反派,科技,身穿高科技装甲，具备超强力量、飞行能力和能量武器，装甲提供防护和战斗支持。,否,0,无固定核心阵营，常作为雇佣兵或独立反派活动,无,4,孤傲,DEMOLITION MAN/DENNI,0.0265003897116134,0.00021875011072,8,0.6327,0.1471
ARISHEM [CELESTIAL],阿里瑟姆 [天神族],非人类,中立,宇宙能量,作为天神族法官，拥有创造和毁灭星球的宇宙级力量，能操控物质和能量，审判文明存亡。,是,1,天神族,无,10,孤傲,ARISHEM [CELESTIAL],0.0266562743569758,0.0002034521375778,0,0.5904,0.0585
CRIMSON DYNAMO V/DIM,绯红机甲五号/迪姆,男,反派,科技,驾驶苏联研发的巨型动力装甲，具备飞行、能量武器、超强防御和力量增强能力。,否,0,苏联/俄罗斯军方,无明确核心导师,7,军人作风/忠诚执行,CRIMSON DYNAMO V/DIM,0.0265003897116134,0.0007202699656445,0,0.4056,0.1176
ARABIAN KNIGHT/ABDUL,阿拉伯骑士/阿卜杜勒,男,正派,魔法,使用魔法飞毯飞行，操控魔法弯刀进行攻击，拥有超人的力量和耐力。,否,0,复仇者联盟,无,3,团队核心,ARABIAN KNIGHT/ABDUL,0.0263445050662509,0.0005577015543234,0,0.3226,0.6095
"SOUTHERN, CANDY",坎迪·萨瑟恩,女,反派,科技,通过先进科技装备增强体能和战斗技巧，擅长使用定制武器和战术装备进行渗透与破坏。,否,0,无固定核心阵营,无,4,孤傲,"SOUTHERN, CANDY",0.0263445050662509,0.0002227922758618,12,0.6659,0.1657
DIABLO/ESTEBAN DE AB,迪亚布罗/埃斯特班·德·阿布,男,反派,魔法,精通炼金术，能制造各种魔法药剂和化学武器，擅长化学攻击和变形术。,否,0,邪恶大师,无明确核心导师,6,孤傲,DIABLO/ESTEBAN DE AB,0.0263445050662509,0.0006988885210251,5,0.5769,0.2367
TALISMAN II/ELIZABET,塔利斯曼二世/伊丽莎白,女,正派,魔法,作为塔利斯曼的继承者，她能够操控强大的魔法能量，主要用于防御、能量投射和感知超自然威胁。,否,0,神盾局,塔利斯曼,4,团队核心,TALISMAN II/ELIZABET,0.0263445050662509,0.0005115676789343,7,0.5809,0.426
PLANTMAN/SAM SMITHER,植物人/萨姆·斯密瑟,男,反派,变异,通过变异获得与植物沟通和控制植物的能力，能操控植物生长、移动和攻击，甚至制造植物怪物。,否,0,邪恶大师,无明确核心导师,4,孤僻,PLANTMAN/SAM SMITHER,0.0263445050662509,0.0002756313059969,0,0.6162,0.2071
DRAGONFLY/VERONICA D,蜻蜓/维罗妮卡·D,女,反派,科技,通过高科技装备获得飞行能力，配备能量武器和增强力量，擅长空中作战和战术突袭。,否,0,邪恶大师,暂无明确导师,5,孤傲,DRAGONFLY/VERONICA D,0.0260327357755261,0.0002162120815478,8,0.655,0.1796
"GREY, DR. JOHN",约翰·格雷博士,男,反派,变异,拥有强大的心灵感应能力，能读取和控制他人思想，制造精神攻击和幻觉，并具备一定的精神防御能力。,否,0,X战警,X教授,7,孤傲,"GREY, DR. JOHN",0.0260327357755261,0.0001432546434634,12,0.5555,0.1617
"STRUCKER, ANDREAS",安德烈亚斯·斯特拉克,男,反派,科技,作为斯特拉克男爵之子，他精通军事战术和间谍技术，擅长使用高科技武器和装备进行战斗。,否,0,九头蛇,斯特拉克男爵,6,孤傲,"STRUCKER, ANDREAS",0.0258768511301636,0.0002331024222827,12,0.6772,0.1867
ANACONDA/BLANCHE SIT,巨蟒/布兰奇·西特,女,反派,变异,拥有蛇类基因，身体可极度拉伸和扭曲，力量远超常人，并能分泌毒液。,否,0,邪恶大师,暂无明确核心导师,5,团队合作,ANACONDA/BLANCHE SIT,0.0258768511301636,0.0001831448745466,8,0.6609,0.1807
SHAMROCK/MOLLY FITZG,三叶草/莫莉·菲茨杰拉德,女,正派,魔法,拥有基于爱尔兰神话的魔法能力，能召唤幸运光环，操控概率，制造保护性魔法场。,否,0,X战警,X教授,3,团队合作者,SHAMROCK/MOLLY FITZG,0.0260327357755261,0.0001115157769873,0,0.3066,0.6347
"TANAKA, KENJIRO",田中健次郎,男,反派,科技,精通先进科技武器与战术，擅长使用高科技装备进行渗透与破坏，具备出色的战斗技巧和战略头脑。,否,0,九头蛇,无,4,孤傲,"TANAKA, KENJIRO",0.0258768511301636,0.0002922475489463,0,0.6953,0.0843
STARSHINE II/BRANDY,星光二世/布兰迪,女,正派,宇宙能量,吸收和操控星光能量，用于飞行、能量投射和防御，能力强度与星光环境相关。,否,0,新勇士,星光一世,3,团队合作,STARSHINE II/BRANDY,0.0258768511301636,0.0096877340058739,3,0.7268,0.3193
MAM'SELLE HEPZIBAH,赫普齐巴小姐,女,正派,变异,拥有类似猫的敏捷性、夜视能力、锋利的爪子，以及超强的平衡感和攀爬能力。,否,0,星标,科斯莫,3,忠诚伙伴,MAM'SELLE HEPZIBAH,0.0255650818394388,9.608031565385718e-05,12,0.5186,0.4634
TESSA,泰莎,女,正派,科技,作为S.H.I.E.L.D.的智能生命体，具备高级人工智能、数据分析、网络入侵、战术支援及与系统交互的能力。,否,0,神盾局,尼克·弗瑞,3,高效支援,TESSA,0.0257209664848012,0.0001749429097945,12,0.6286,0.3455
"STRUCKER, ANDREA",安德烈亚·斯特拉克,女,反派,科技,作为斯特拉克男爵的女儿，她精通各种先进武器和战术，并领导着九头蛇的精英部队，具备出色的战斗和指挥能力。,否,0,九头蛇,斯特拉克男爵,6,冷酷果断,"STRUCKER, ANDREA",0.0255650818394388,0.0002273429778933,12,0.6731,0.189
"STONE, LT. MARCUS",马库斯·斯通中尉,男,正派,科技,作为神盾局特工，主要依靠高科技装备、战术训练和格斗技能执行任务，无超自然能力。,否,0,神盾局,尼克·弗瑞,3,团队核心,"STONE, LT. MARCUS",0.0255650818394388,0.0006282588135688,6,0.682,0.3354
MAXIMUS [INHUMAN],马克西姆斯,男,反派,变异,拥有强大的心灵感应和精神控制能力，能操纵他人思想和情绪，是异人族王室成员。,是,0,异人族王室,黑蝠王,8,野心勃勃/阴谋家,MAXIMUS [INHUMAN],0.0255650818394388,0.0004429923567005,5,0.6999,0.1463
PENANCE/MONET ST. CR,忏悔者/莫奈·圣克罗,女,正派,变异,拥有超人的力量、速度、耐力、飞行能力、自愈能力和心灵感应，是变种人中的全能战士。,否,0,X战警,X教授,7,孤傲,PENANCE/MONET ST. CR,0.0254091971940763,0.0005100096887619,12,0.7466,0.2209
UNION JACK III/JOEY,联合杰克三世/乔伊·查普曼,男,正派,科技,使用高科技装备，包括能量武器、飞行背包和增强战斗服，具备出色的格斗技巧和战术头脑。,否,0,英国超级英雄团队（如：英国队长团队或MI-13）,布莱恩·福斯克（联合杰克二世）,4,团队合作者,UNION JACK III/JOEY,0.0255650818394388,0.0002341871420612,8,0.5108,0.4024
BLAQUESMITH,黑铁匠,男,正派,科技,天才级机械工程师，擅长设计和制造高科技武器与装备，尤其精通动力外骨骼和能量武器系统。,否,0,X战警,野兽,3,技术宅/幕后支援,BLAQUESMITH,0.0254091971940763,0.0009921838573973,12,0.712,0.3006
"WISDOM, PETER",彼得·威斯登,男,正派,变异,拥有超强直觉和预知能力，能感知危险并做出最佳决策，同时具备出色的格斗技巧和战略思维。,否,0,X战警,X教授,3,孤傲,"WISDOM, PETER",0.0255650818394388,0.0004214237448843,12,0.6442,0.3659
"ROBERTSON, RANDY",兰迪·罗伯逊,男,正派,格斗,作为《号角日报》的记者，他拥有出色的调查能力和新闻直觉，但没有超能力。,否,0,号角日报,J·乔纳·詹姆森,1,正直记者,"ROBERTSON, RANDY",0.0252533125487139,0.0002712814506449,1,0.7211,0.1667
GHAUR [DEVIANT],高尔[异人族],男,反派,变异,拥有心灵感应、念力操控、能量投射等强大超能力，是异人族的领袖之一。,否,0,异人族,无,8,孤傲,GHAUR [DEVIANT],0.0252533125487139,0.0002609963046947,0,0.6065,0.1728
RED GUARDIAN III/DR.,红色守卫者III/博士,男,正派,科技,通过高科技装甲获得超级力量、飞行能力、能量发射和增强的防御力，是苏联版本的钢铁侠。,是,1,苏联/俄罗斯超级士兵项目,苏联政府,5,团队核心,RED GUARDIAN III/DR.,0.0252533125487139,0.0004483945121334,0,0.5861,0.4074
"POWER, DR. JIM",吉姆·鲍尔博士,男,反派,科技,通过实验获得超强体能和能量操控能力，能发射能量冲击波，增强自身力量与速度。,否,0,无固定阵营,无,4,孤傲,"POWER, DR. JIM",0.0252533125487139,0.0003798769373432,3,0.6657,0.1543
MR. FANTASTIC DOPPEL,神奇先生杜佩尔,男,反派,变异,拥有与神奇先生相似的橡胶般延展身体能力，但能力不稳定且受控于他人，常被反派利用进行伪装或破坏。,否,0,无固定阵营,无,4,受控傀儡,MR. FANTASTIC DOPPEL,0.024941543257989,0.0011834175612499,7,0.3222,0.0875
LIZARD/DR. CURTIS CO,蜥蜴人/科特·康纳斯博士,男,反派,变异,通过蜥蜴血清获得再生能力、超强力量、敏捷性、攀爬能力和部分爬行动物特征，但会失去人性。,是,1,无固定阵营（通常为独立反派）,无,7,孤傲/偏执,LIZARD/DR. CURTIS CO,0.0250974279033515,0.0008392017349295,1,0.6756,0.2112
TEXAS TWISTER/DREW D,德克萨斯旋风/德鲁·D,男,反派,变异,能够通过高速旋转身体制造强大的龙卷风，用于攻击、防御或移动，并能控制风力方向。,否,0,邪恶大师,泽莫男爵,4,团队追随者,TEXAS TWISTER/DREW D,0.0250974279033515,6.923570478064142e-05,0,0.2866,0.1491
DEVIL-SLAYER/ERIC SI,恶魔杀手/埃里克·斯,男,正派,魔法,使用魔法斗篷召唤恶魔、操控阴影、进行空间传送，并拥有强大的近战格斗能力。,否,0,午夜之子,奇异博士,5,孤傲,DEVIL-SLAYER/ERIC SI,0.0247856586126266,0.0003549744965205,0,0.3458,0.6101
VANISHER,瞬移者,男,反派,变异,拥有瞬间移动能力，可传送自身或他人至任何已知地点，但需集中精神且距离有限。,否,0,X战警反派/兄弟会,万磁王,4,孤傲,VANISHER,0.0247856586126266,0.0003044463873171,12,0.6152,0.239
MYSTERIO/QUENTIN BEC,神秘客/昆汀·贝克,男,反派,科技,利用全息投影、无人机、化学烟雾和催眠技术制造幻象，欺骗对手，无实际超能力。,是,1,无固定阵营（曾伪装为英雄）,无,7,欺诈大师/表演型人格,MYSTERIO/QUENTIN BEC,0.0246297739672642,0.0005918767476818,1,0.6977,0.1203
MOLECULE MAN/OWEN RE,分子人/欧文·里斯,男,中立,宇宙能量,拥有操控所有物质分子的能力，可重塑现实，是漫威宇宙中最强大的存在之一。,否,0,无固定阵营,超越者,10,孤傲,MOLECULE MAN/OWEN RE,0.0246297739672642,0.0002578771503887,0,0.5087,0.0696
MENTOR/ALARS [ETERNA,导师/阿拉尔斯 [永恒族,男,正派,神力,作为永恒族领袖，拥有超强智力、能量操控、飞行、不朽寿命及创造科技的能力。,是,1,永恒族,天神组,3,团队核心,MENTOR/ALARS [ETERNA,0.0244738893219017,0.0006168473707479,0,0.5413,0.4522
BATTLESTAR/LEMAR HOS,战星/勒马尔·霍斯,男,正派,科技,通过超级士兵血清增强体能，身穿高科技战斗服，擅长近战格斗与战术指挥。,否,0,美国密探的搭档/神盾局,美国密探（约翰·沃克）,4,忠诚伙伴/团队支持者,BATTLESTAR/LEMAR HOS,0.0244738893219017,0.0002581893732744,8,0.7048,0.2994
"KINCAID, DR. KEITH",基思·金凯德博士,男,反派,科技,拥有天才级智力，擅长开发先进武器和机器人技术，通过科技装备增强自身战斗能力。,否,0,九头蛇,红骷髅,6,孤傲,"KINCAID, DR. KEITH",0.0244738893219017,0.000180205452547,6,0.6463,0.1529
VENOM/EDDIE BROCK,毒液/艾迪·布洛克,男,中立,变异,共生体赋予的超强力量、速度、自愈能力，可变形伪装，对蜘蛛感应免疫，弱点为声波和火焰。,否,3,无固定阵营,无,7,孤傲/双重身份,VENOM/EDDIE BROCK,0.0244738893219017,0.0005695092382231,1,0.7595,0.0382
"STACY, JILL",吉尔·史黛西,女,正派,格斗,作为纽约警察局警官，具备出色的格斗技巧、射击能力和侦查技能，无超能力。,否,0,纽约警察局,乔治·史黛西,2,坚韧独立,"STACY, JILL",0.0246297739672642,0.0006737753916422,1,0.7776,0.1646
SAURON/DR. KARL LYKO,索伦/卡尔·莱科博士,男,反派,变异,拥有变身为翼龙形态的能力，具备飞行、超强力量、再生能力和催眠凝视，能通过咬伤传播变种基因。,否,0,无固定阵营，常与变种人反派合作,无明确导师,7,孤傲/偏执,SAURON/DR. KARL LYKO,0.0243180046765393,0.0001879607735426,12,0.6715,0.0897
THANOS DOPPELGANGER,灭霸分身,非人类,反派,神力,拥有灭霸的物理力量、耐力、战斗技巧和无限手套的复制品，但缺乏灭霸的智慧和意志力，是魔法创造的复制体。,否,0,无固定阵营,无,7,孤傲,THANOS DOPPELGANGER,0.0241621200311769,1.6196234889081464e-05,7,0.2618,0.0903
"LE FEY, MORGAN",摩根·勒菲,女,反派,魔法,精通强大黑魔法，能操控时间、空间和现实，召唤恶魔，施展诅咒，并拥有不朽生命。,否,0,无固定阵营，常作为独立反派或与黑暗势力结盟,无明确核心导师，但受亚瑟王传说和魔法传统影响,9,孤傲,"LE FEY, MORGAN",0.0243180046765393,0.0004166522694187,0,0.5811,0.109
SWORDSMAN/JACQUES DU,剑客/雅克·杜,男,反派,格斗,精通剑术和武术，使用能量剑，无超能力但格斗技巧高超。,否,0,九头蛇,无明确核心导师,4,孤傲,SWORDSMAN/JACQUES DU,0.0243180046765393,0.0001148989165806,0,0.5192,0.1603
WATER WIZARD/PETE,水巫师/皮特,男,反派,魔法,能够操控水流，制造水龙卷和水墙进行攻击和防御。,否,0,无,无,3,孤傲,WATER WIZARD/PETE,0.0240062353858145,0.0002633507006074,8,0.6297,0.1948
GAEA,盖亚,女,正派,神力,地球的化身，拥有操控自然、生命、大地和能量的神力，是地球的守护者和生命之源。,否,0,天神组/地球守护者,无,10,神秘莫测,GAEA,0.0236944660950896,0.000142901619443,0,0.6317,0.3421
ASP II/CLEO,克莱奥/克莱奥,女,正派,科技,通过高科技装备获得蜘蛛侠般的超能力，包括超强力量、敏捷性、攀爬能力和蛛网发射器。,否,0,神盾局,尼克·弗瑞,4,团队合作,ASP II/CLEO,0.0236944660950896,0.0001541987438743,8,0.6829,0.1908
"CUSHING, KATE",凯特·库欣,女,正派,格斗,没有超能力，但精通格斗技巧、战术策略和武器使用，是神盾局特工。,否,0,神盾局,尼克·弗瑞,3,团队合作,"CUSHING, KATE",0.023850350740452,0.0002748060864089,1,0.6584,0.2418
EPOCH,纪元,男,正派,宇宙能量,能够操控时间，包括时间旅行、时间暂停、加速或减速时间流动，以及观察时间线分支。,否,0,无固定阵营，常与复仇者联盟等英雄合作,无,7,孤傲,EPOCH,0.023850350740452,0.000211474734671,0,0.5274,0.4379
"SZARDOS, MARGALI",玛格丽·萨尔多斯,女,中立,魔法,精通黑魔法与白魔法，擅长占卜、召唤、变形术，能操控能量与灵魂，是强大的女巫。,否,0,魔法界/罗马尼吉普赛部落,无明确核心导师,7,神秘/孤傲/部落领袖,"SZARDOS, MARGALI",0.0236944660950896,0.000360282376608,12,0.5935,0.0263
ZIRAN,自然,非人类,反派,宇宙能量,掌控自然元素，能操控植物、动物、天气和大地，是地球原始自然力量的化身。,否,0,无固定阵营,无,8,孤傲,ZIRAN,0.0236944660950896,0.0001479101224218,0,0.5506,0.0789
"CHENEY, LILA",莱拉·切尼,女,反派,科技,拥有先进的网络黑客技术，能入侵并控制神盾局等组织的安全系统，擅长信息战和电子干扰。,否,0,九头蛇,亚历山大·皮尔斯,6,双重间谍,"CHENEY, LILA",0.0236944660950896,0.0001192092623951,12,0.5718,0.1053
ORACLE/LADY SIBYL,神谕/女先知,女,中立,魔法,拥有预知未来的能力，通过魔法仪式或水晶球揭示潜在事件，但预言常具模糊性。,否,0,无固定阵营,无,3,神秘莫测,ORACLE/LADY SIBYL,0.0235385814497272,0.000356058607799,12,0.5695,0.0132
ARCANNA/ARCANNA JONE,阿尔卡娜/阿尔卡娜·琼斯,女,正派,魔法,精通魔法，能操控能量、飞行、制造幻象，并拥有预知能力。,否,0,捍卫者联盟,奇异博士,4,团队核心,ARCANNA/ARCANNA JONE,0.0236944660950896,0.0008070274483741,0,0.6616,0.3026
BOLT II/CHRIS BRADLE,闪电侠II/克里斯·布拉德利,男,正派,变异,能生成和操控电磁能量，发射闪电束，进行高速飞行，并具备一定的电磁感应能力。,否,0,X战警,X教授,4,团队核心,BOLT II/CHRIS BRADLE,0.0236944660950896,0.0003157920751968,3,0.585,0.4342
"HAMMER, JUSTIN",贾斯汀·汉默,男,反派,科技,无超能力，但拥有天才商业头脑和军事工业资源，通过科技武器制造和雇佣反派来达成目的。,是,1,汉默工业,无,6,野心勃勃/善于操纵/双重交易,"HAMMER, JUSTIN",0.0236944660950896,0.000296705972794,1,0.7358,0.1908
THUNDERBIRD III/NEAL,雷鸟三世/尼尔,男,正派,变异,拥有超人的力量、速度、耐力、飞行能力以及能量吸收和释放雷电的能力。,否,0,X战警,X教授,5,团队核心,THUNDERBIRD III/NEAL,0.0235385814497272,0.0003335135955772,12,0.5474,0.4371
SILVERMANE/SILVIO MA,银鬃/西尔维奥·马,男,反派,科技,通过实验获得超强力量和耐力，使用机械外骨骼增强战斗能力，是纽约黑帮头目。,否,0,无固定阵营（主要作为蜘蛛侠反派）,无,5,孤傲/犯罪头目,SILVERMANE/SILVIO MA,0.0235385814497272,0.0002187072373433,1,0.7225,0.1722
BOX IV/MADISON JEFFR,盒子四号/麦迪逊·杰弗,女,正派,科技,通过高科技外骨骼装甲获得超强力量、飞行能力、能量武器和防御力场。,否,0,阿尔法飞行队,罗杰·布伊西,4,团队合作者,BOX IV/MADISON JEFFR,0.0233826968043647,0.0004271456568578,7,0.6502,0.3467
EGO,伊戈,非人类,反派,宇宙能量,拥有古老宇宙意识，能操控物质、创造分身、吸收生命能量，核心是一颗活体行星。,是,1,无固定阵营,无,9,孤傲,EGO,0.0235385814497272,0.0006199199052591,0,0.5681,0.106
SCANNER II,扫描者二世,女,反派,科技,拥有高科技扫描与信息处理能力，能入侵电子系统、分析目标弱点，并配备能量武器进行战斗。,否,0,九头蛇,红骷髅,6,双重间谍,SCANNER II,0.0233826968043647,0.000108253671246,12,0.576,0.1267
PROWLER/HOBIE BROWN,潜行者/霍比·布朗,男,反派,科技,通过高科技装备获得强化力量、敏捷度、攀爬能力和能量冲击，并配备爪子和滑翔翼等武器。,否,0,无固定核心阵营,无,4,孤傲,PROWLER/HOBIE BROWN,0.0233826968043647,0.0003077835646503,1,0.6731,0.1467
"MERRYWEATHER, IRENE",艾琳·梅里韦瑟,女,反派,科技,作为九头蛇特工，擅长使用高科技武器和装备进行战斗与情报活动。,否,0,九头蛇,红骷髅,4,双重间谍,"MERRYWEATHER, IRENE",0.0232268121590023,0.0020278705836239,12,0.8026,0.094
"WINGFOOT, WYATT",飞足，怀亚特,男,正派,科技,通过高科技靴子获得飞行能力，具备空中格斗技巧和战术分析能力。,否,0,神盾局,尼克·弗瑞,3,忠诚下属,"WINGFOOT, WYATT",0.0232268121590023,0.0004042573308088,5,0.7039,0.2752
DORMAMMU,多玛姆,非人类,反派,魔法,黑暗维度的主宰，拥有近乎无限的魔法力量，能操控黑暗能量、扭曲现实、创造维度，并几乎不朽。,是,1,无固定阵营（黑暗维度势力）,无,10,孤傲,DORMAMMU,0.0232268121590023,0.0026904327805802,0,0.7188,0.1007
DRACULA/VLAD TEPES,德古拉/弗拉德·采佩什,非人类,反派,魔法,吸血鬼始祖，拥有超强力量、速度、再生能力，可变形为蝙蝠或雾，通过咬伤传播诅咒。,否,0,吸血鬼部族,无,8,孤傲,DRACULA/VLAD TEPES,0.0233826968043647,0.0044576915785669,0,0.6554,0.0867
"POWER, MARGARET",玛格丽特·鲍尔,女,反派,变异,拥有超人的力量、速度和耐力，能发射能量冲击波，并具备飞行能力。,否,0,邪恶大师,泽莫男爵,6,忠诚追随者,"POWER, MARGARET",0.0232268121590023,0.0003516444632643,3,0.6484,0.1544
NIGHTHAWK/KYLE RICHM,夜鹰/凯尔·里奇蒙,男,正派,科技/格斗,精通武术和侦探技能，使用高科技装备如滑翔翼和夜视镜，无超能力但体能卓越。,否,0,捍卫者联盟,无明确核心导师,3,孤傲/侦探风格,NIGHTHAWK/KYLE RICHM,0.0230709275136399,0.0004486500020506,0,0.3246,0.6216
WHIZZER III/JAMES SA,疾速侠三世/詹姆斯·萨,男,正派,变异,拥有超人类速度，能高速移动、快速反应和制造冲击波，速度接近音速。,否,0,复仇者联盟,美国队长,3,团队合作者,WHIZZER III/JAMES SA,0.0230709275136399,0.0002732851690391,1,0.6737,0.3446
KRISTOFF/KRISTOFF VE,克里斯托夫·维尔纳夫,男,反派,科技,通过毁灭博士的科技改造获得超人类体能、能量发射和飞行能力，并继承了毁灭博士的部分知识。,否,0,毁灭博士阵营,毁灭博士,6,忠诚追随者,KRISTOFF/KRISTOFF VE,0.0229150428682774,0.0002115014180977,5,0.566,0.1973
"LUBENSKI, NATE","卢本斯基, 内特",男,中立,科技,精通先进武器和战术装备，具备高超的战术分析能力，无超自然能力。,否,0,神盾局,尼克·弗瑞,3,冷静分析,"LUBENSKI, NATE",0.0230709275136399,0.000194680902329,1,0.6476,0.0473
"ROBERTSON, MARTHA",玛莎·罗伯逊,女,正派,格斗,无超能力，作为《号角日报》记者，擅长调查报道，是蜘蛛侠彼得·帕克的同事和盟友。,否,0,号角日报,J·乔纳·詹姆森,1,友善正直,"ROBERTSON, MARTHA",0.0230709275136399,0.0001874685291757,1,0.6721,0.1824
MANTIS/? BRANDT,螳螂女/布兰特,女,正派,宇宙能量,拥有强大的心灵感应能力，能感知和影响他人情绪，甚至安抚或催眠目标。,是,3,银河护卫队,星爵,3,天真善良,MANTIS/? BRANDT,0.0229150428682774,0.0001844777066082,0,0.5751,0.3878
"SIKORSKY, RAYMOND",雷蒙德·西科尔斯基,男,正派,科技,神盾局高级特工，无超能力，但精通情报分析、战术指挥和多种格斗技巧，是神盾局内部的重要智囊。,否,0,神盾局,尼克·弗瑞,3,冷静理智,"SIKORSKY, RAYMOND",0.0229150428682774,0.0005951344918259,0,0.5635,0.4082
EEL II/EDWARD LAVELL,鳗人二世/爱德华·拉维尔,男,反派,变异,拥有鳗鱼般的滑行、水下呼吸能力，皮肤可分泌粘液，具备一定水下战斗技巧。,否,0,邪恶大师,鳗人一世/利奥波德·斯特赖克,3,追随者,EEL II/EDWARD LAVELL,0.0229150428682774,0.0001343003731521,8,0.5978,0.2517
PLUTO [OLYMPIAN],冥王[奥林匹亚],非人类,反派,神力,作为希腊神话冥界之神，拥有操控死亡、灵魂、黑暗能量的神力，能召唤亡灵，掌控冥界领域。,否,0,奥林匹亚众神,无,9,孤傲,PLUTO [OLYMPIAN],0.0226032735775526,0.0004003769319876,6,0.6621,0.131
RED WOLF III/WILL TA,红狼三世/威尔·塔,男,正派,格斗,精通格斗技巧、追踪与生存技能，使用传统武器如弓箭和战斧，无超自然能力。,否,0,复仇者联盟,鹰眼,3,团队合作者,RED WOLF III/WILL TA,0.022759158222915,0.0003579189071824,0,0.28,0.6096
SHOCKER/HERMAN SCHUL,震荡者/赫尔曼·舒尔,男,反派,科技,使用自制的振动手套和护甲，能产生强力冲击波，用于攻击、破坏或防御，但依赖装备。,是,1,无固定阵营，常为雇佣罪犯或独立反派,无,4,孤傲,SHOCKER/HERMAN SCHUL,0.022759158222915,0.0003617554590275,1,0.6505,0.2466
DAREDEVIL DOPPELGANG,夜魔侠复制体,男,反派,变异,拥有与夜魔侠完全相同的超感官能力，包括超级听觉、触觉、嗅觉、味觉及雷达感官，但缺乏夜魔侠的格斗技巧与道德准则。,否,0,无固定阵营,无,4,孤傲,DAREDEVIL DOPPELGANG,0.0226032735775526,0.0001374227418277,7,0.268,0.0897
RINTRAH,林特拉,非人类,正派,魔法,林特拉是魔法生物，拥有强大的魔法能力，能够操控神秘能量进行防御、攻击和传送，是奇异博士的盟友。,是,1,至尊圣所,古一,3,忠诚盟友,RINTRAH,0.022759158222915,0.0005690443342187,0,0.6172,0.3836
